date,BAC,C,CSCO,CVX,GE,IBM,INTC,JNJ,JPM,MRK,MSFT,ORCL,PEP,PFE,PG,T,VZ,WFC,WMT,XOM
2004-12-31,46.9900016784668,481.800003051758,19.3199996948242,52.5099983215332,36.5,98.5800018310547,23.3899993896484,63.4199981689453,39.0099983215332,32.1399993896484,26.7199993133545,13.7200002670288,52.2000007629395,26.8899993896484,55.0800018310547,25.7700004577637,36.3808451578119,31.0750007629395,52.8199996948242,51.2599983215332
2005-01-31,46.3699989318848,490.499992370605,18.0400009155273,54.4000015258789,36.1300010681152,93.4199981689453,22.4500007629395,64.6999969482422,37.3300018310547,28.0499992370605,26.2800006866455,13.7700004577637,53.7000007629395,24.1599998474121,53.2299995422363,23.7600002288818,31.9623386414595,30.6499996185303,52.4000015258789,51.5999984741211
2005-02-28,46.6500015258789,477.200012207031,17.4200000762939,62.0800018310547,35.2000007629395,92.5800018310547,23.9899997711182,65.5999984741211,36.5499992370605,31.7000007629395,25.1599998474121,12.9499998092651,53.8600006103516,26.2900009155273,53.0900001525879,24.0599994659424,32.3036064911685,29.6900005340576,51.6100006103516,63.310001373291
2005-03-31,44.0999984741211,449.39998626709,17.8899993896484,58.310001373291,36.060001373291,91.379997253418,23.2299995422363,67.1600036621094,34.5999984741211,32.3699989318848,24.1700000762939,12.4799995422363,53.0299987792969,26.2700004577637,53.0,23.6900005340576,31.8815121356302,29.8999996185303,50.1100006103516,59.5999984741211
2005-04-29,45.0400009155273,469.599990844727,17.2700004577637,52.0,36.2000007629395,76.379997253418,23.5200004577637,68.629997253418,35.4900016784668,33.9000015258789,25.2999992370605,11.5600004196167,55.6399993896484,27.1700000762939,54.1500015258789,23.7999992370605,32.1509326797718,29.9699993133545,47.1399993896484,57.0299987792969
2005-05-31,46.3199996948242,471.100006103516,19.3999996185303,53.7799987792969,36.4799995422363,75.5500030517578,26.9599990844727,67.0999984741211,35.75,32.439998626709,25.7999992370605,12.8000001907349,56.2599983215332,27.8999996185303,55.1500015258789,23.3799991607666,31.7737446031472,30.2049999237061,47.2299995422363,56.2000007629395
2005-06-30,45.6100006103516,462.299995422363,19.0799999237061,55.9199981689453,34.6500015258789,74.1999969482422,26.0200004577637,65.0,35.3199996948242,30.7999992370605,24.8400001525879,13.1999998092651,53.9300003051758,27.5799999237061,52.75,23.75,31.0283442242919,30.7900009155273,48.2000007629395,57.4700012207031
2005-07-29,43.5999984741211,435.0,19.1499996185303,58.0099983215332,34.5,83.4599990844727,27.1399993896484,63.9599990844727,35.1399993896484,31.0599994659424,25.6100006103516,13.5699996948242,54.5299987792969,26.5,55.6300010681152,24.4500007629395,30.7409618537584,30.6700000762939,49.3499984741211,58.75
2005-08-31,43.0299987792969,437.700004577637,17.6200008392334,61.4000015258789,33.6100006103516,80.620002746582,25.7199993133545,63.3899993896484,33.8899993896484,28.2299995422363,27.3799991607666,12.9899997711182,54.8499984741211,25.4799995422363,55.4799995422363,24.0799999237061,29.3758938807907,29.8099994659424,44.9599990844727,59.9000015258789
2005-09-30,42.0999984741211,455.200004577637,17.9200000762939,64.7300033569336,33.6699981689453,80.2200012207031,24.6499996185303,63.2799987792969,33.9300003051758,27.2099990844727,25.7299995422363,12.3999996185303,56.7099990844727,24.9699993133545,59.4599990844727,23.9699993133545,29.3579320543988,29.2849998474121,43.8199996948242,63.5400009155273
2005-10-31,43.7400016784668,457.799987792969,17.4500007629395,57.0699996948242,33.9099998474121,81.879997253418,23.5,62.6199989318848,36.6199989318848,28.2199993133545,25.7000007629395,12.6800003051758,59.0800018310547,21.7399997711182,55.9900016784668,23.8500003814697,28.2982099912904,30.1000003814697,47.310001373291,56.1399993896484
2005-11-30,45.8899993896484,485.499992370605,17.5400009155273,57.310001373291,35.7200012207031,88.9000015258789,26.6800003051758,61.75,38.25,29.3999996185303,27.6800003051758,12.6000003814697,59.2000007629395,21.2000007629395,57.189998626709,24.9099998474121,28.7203026338946,31.4249992370605,48.560001373291,58.0299987792969
2005-12-30,46.1500015258789,485.299987792969,17.1200008392334,56.7700004577637,35.0499992370605,82.1999969482422,24.9599990844727,60.0999984741211,39.689998626709,31.8099994659424,26.1499996185303,12.210000038147,59.0800018310547,23.3199996948242,57.8800010681152,24.4899997711182,27.0498921769356,31.4150009155273,46.7999992370605,56.1699981689453
2006-01-31,44.2299995422363,465.800018310547,18.5699996948242,59.3800010681152,32.75,81.3000030517578,21.2549991607666,57.5400009155273,39.75,34.5,28.1499996185303,12.5699996948242,57.1800003051758,25.6800003051758,59.2299995422363,25.9500007629395,28.4329202633611,31.1800003051758,46.1100006103516,62.75
2006-02-28,45.8499984741211,463.699989318848,20.2399997711182,56.4799995422363,32.8699989318848,80.2399978637695,20.6000003814697,57.6500015258789,41.1399993896484,34.8600006103516,26.8700008392334,12.4200000762939,59.1100006103516,26.1900005340576,59.9300003051758,27.5900001525879,30.2649854449127,32.0999984741211,45.3600006103516,59.3699989318848
2006-03-31,45.5400009155273,472.299995422363,21.6700000762939,57.9700012207031,34.7799987792969,82.4700012207031,19.4599990844727,59.2200012207031,41.6399993896484,35.2299995422363,27.2099990844727,13.6899995803833,57.7900009155273,24.9200000762939,57.6300010681152,27.0400009155273,30.5882914682299,31.9349994659424,47.2400016784668,60.8600006103516
2006-04-28,49.9199981689453,499.500007629395,20.9500007629395,61.0200004577637,34.5900001525879,82.3399963378906,19.9799995422363,58.6100006103516,45.3800010681152,34.4199981689453,24.1499996185303,14.5900001525879,58.2400016784668,25.3299999237061,58.2099990844727,26.2099990844727,29.6632762513241,34.3450012207031,45.0299987792969,63.0800018310547
2006-05-31,48.4000015258789,492.999992370605,19.6800003051758,59.7900009155273,34.2599983215332,79.9000015258789,18.0200004577637,60.2200012207031,42.6399993896484,33.2900009155273,22.6499996185303,14.2200002670288,60.4599990844727,23.6599998474121,54.25,26.0599994659424,28.0287877342147,33.185001373291,48.4500007629395,60.9099998474121
2006-06-30,48.0999984741211,482.5,19.5300006866455,62.060001373291,32.9599990844727,76.8199996948242,19.0,59.9199981689453,42.0,36.4300003051758,23.2999992370605,14.4899997711182,60.0400009155273,23.4699993133545,55.5999984741211,27.8899993896484,30.0763914066005,33.5400009155273,48.1699981689453,61.3499984741211
2006-07-31,51.5299987792969,483.10001373291,17.8799991607666,65.7799987792969,32.689998626709,77.4100036621094,18.0,62.5499992370605,45.6199989318848,40.2700004577637,24.0599994659424,14.9700002670288,63.3800010681152,25.9899997711182,56.2000007629395,29.9899997711182,30.3727529773958,36.1699981689453,44.5,67.7399978637695
2006-08-31,51.4700012207031,493.499984741211,21.9899997711182,64.4000015258789,34.060001373291,80.9700012207031,19.5699996948242,64.6600036621094,45.6599998474121,40.5499992370605,25.7000007629395,15.6599998474121,65.2799987792969,27.5599994659424,61.9000015258789,31.1299991607666,31.5941297650968,34.75,44.7200012207031,67.6699981689453
2006-09-29,53.5699996948242,496.699981689453,22.9799995422363,64.8600006103516,35.2999992370605,81.9400024414062,20.5699996948242,64.9400024414062,46.9599990844727,41.9000015258789,27.3500003814697,17.7399997711182,65.2600021362305,28.3600006103516,61.9799995422363,32.560001373291,33.3453684408191,36.1800003051758,49.3199996948242,67.0999984741211
2006-10-31,53.8699989318848,501.599998474121,24.1299991607666,67.1999969482422,35.1100006103516,92.3300018310547,21.3400001525879,67.4000015258789,47.439998626709,45.4199981689453,28.7099990844727,18.4699993133545,63.439998626709,26.6499996185303,63.3899993896484,34.25,33.2286182822062,36.2900009155273,49.2799987792969,71.4199981689453
2006-11-30,53.8499984741211,495.900001525879,26.9099998474121,72.3199996948242,35.2799987792969,91.9199981689453,21.3950004577637,65.9100036621094,46.2799987792969,44.5099983215332,29.3600006103516,19.0499992370605,61.9700012207031,27.4899997711182,62.7900009155273,33.9099998474121,32.6547231373853,35.2400016784668,46.0999984741211,76.8099975585938
2006-12-29,53.3899993896484,557.000007629395,27.3299999237061,73.5299987792969,37.2099990844727,97.1500015258789,20.25,66.0199966430664,48.2999992370605,43.5999984741211,29.8600006103516,17.1399993896484,62.5499992370605,25.8999996185303,64.2699966430664,35.75,34.804292851818,35.560001373291,46.1800003051758,76.629997253418
2007-01-31,52.5800018310547,551.300010681152,26.6200008392334,72.879997253418,36.0499992370605,99.1500015258789,20.9599990844727,66.8000030517578,50.9300003051758,44.75,30.8600006103516,17.1599998474121,65.2399978637695,26.2399997711182,64.870002746582,37.6300010681152,36.0005723995275,35.9199981689453,47.689998626709,74.0999984741211
2007-02-28,50.8300018310547,503.699989318848,25.9400005340576,68.5199966430664,34.9099998474121,92.9400024414062,19.8600006103516,62.9300003051758,49.3899993896484,44.1500015258789,28.1700000762939,16.4300003051758,63.1500015258789,24.9599990844727,63.4900016784668,36.7999992370605,34.9538277952817,34.7000007629395,48.310001373291,71.6800003051758
2007-03-30,51.0200004577637,513.400001525879,25.5300006866455,73.9599990844727,35.3600006103516,94.2600021362305,19.1299991607666,60.2599983215332,48.3800010681152,44.1699981689453,27.8700008392334,18.1299991607666,63.560001373291,25.2600002288818,63.1599998474121,39.4300003051758,35.439813687643,34.4300003051758,46.9500007629395,75.4499969482422
2007-04-30,50.9000015258789,536.199989318848,26.7399997711182,77.7900009155273,36.8600006103516,102.209999084473,21.5,64.2200012207031,52.0999984741211,51.439998626709,29.9400005340576,18.7999992370605,66.0899963378906,26.4599990844727,64.4000015258789,38.7200012207031,35.6828101990179,35.8899993896484,47.9199981689453,79.379997253418
2007-05-31,50.7099990844727,544.900016784668,26.9200000762939,81.4899978637695,37.5800018310547,106.599998474121,22.1798992156982,63.2700004577637,51.8300018310547,52.4500007629395,30.6900997161865,19.3799991607666,68.3300018310547,27.4899997711182,63.5499992370605,41.3400001525879,40.6828882134547,36.0900001525879,47.5999984741211,83.1699981689453
2007-06-29,48.8899993896484,512.900009155273,27.8500003814697,84.2399978637695,38.2799987792969,105.25,23.7399005889893,61.6199989318848,48.4500007629395,49.7999992370605,29.4699993133545,19.7099990844727,64.8499984741211,25.5699996948242,61.189998626709,41.5,38.4772451234695,35.1699981689453,48.1100006103516,83.879997253418
2007-07-31,47.4199981689453,465.699996948242,28.9099998474121,85.2600021362305,38.7599983215332,110.650001525879,23.6200008392334,60.5,44.0099983215332,49.6500015258789,28.9899997711182,19.1200008392334,65.620002746582,23.5100002288818,61.8600006103516,39.1599998474121,39.832407554031,33.7700004577637,45.9500007629395,85.129997253418
2007-08-31,50.6800003051758,468.800010681152,31.9200000762939,87.7600021362305,38.8699989318848,116.690002441406,25.75,61.7900009155273,44.5200004577637,50.1699981689453,28.7299995422363,20.2800006866455,68.0299987792969,24.8400001525879,65.3099975585938,39.8699989318848,39.1408097774593,36.5400009155273,43.6300010681152,85.7300033569336
2007-09-28,50.2700004577637,466.699981689453,33.1299018859863,93.5800018310547,41.4000015258789,117.800003051758,25.8600006103516,65.6999969482422,45.8199996948242,51.689998626709,29.4599990844727,21.6499996185303,73.2600021362305,24.4300003051758,70.3399963378906,42.310001373291,41.3838339294147,35.6199989318848,43.6500015258789,92.5599975585938
2007-10-31,48.2799987792969,419.000015258789,33.060001373291,91.5100021362305,41.1599998474121,116.120002746582,26.8999996185303,65.1699981689453,47.0,58.2599983215332,36.810001373291,22.1700000762939,73.7200012207031,24.6100006103516,69.5199966430664,41.7900009155273,43.0567585604857,34.0099983215332,45.2099990844727,91.9899978637695
2007-11-30,46.1300010681152,332.999992370605,28.0200004577637,87.7699966430664,38.2900009155273,105.180000305176,26.0799999237061,67.7399978637695,45.6199989318848,59.3600006103516,33.5999984741211,20.1800003051758,77.1800003051758,23.7600002288818,74.0,38.2099990844727,40.3838183265273,32.4300003051758,47.9000015258789,89.1600036621094
2007-12-31,41.2599983215332,294.400005340576,27.0699005126953,93.3300018310547,37.0699996948242,108.099998474121,26.6599998474121,66.6999969482422,43.6500015258789,58.1100006103516,35.5999984741211,22.5799999237061,75.9000015258789,22.7299995422363,73.4199981689453,41.560001373291,40.8324231569184,30.1900005340576,47.5299987792969,93.6900024414062
2008-01-31,44.1500015258789,281.700000762939,24.5,83.25,35.3600006103516,107.110000610352,21.1000003814697,63.1399993896484,47.4000015258789,46.0999984741211,32.5999984741211,20.5499992370605,68.0500030517578,23.3600006103516,65.4199981689453,38.4900016784668,36.2902979122609,34.0800018310547,50.7400016784668,86.4000015258789
2008-02-29,39.7400016784668,237.099990844727,24.3899993896484,86.6600036621094,33.1399993896484,113.860000610352,19.9699001312256,61.9599990844727,40.6500015258789,44.2999992370605,27.1998996734619,18.7999992370605,69.5599975585938,22.2800006866455,66.1800003051758,34.8300018310547,33.9444642530061,29.2299995422363,49.5900001525879,87.0100021362305
2008-03-31,37.9099998474121,214.200000762939,24.0900001525879,85.3600006103516,37.0099983215332,115.139999389648,21.1800003051758,64.870002746582,42.9500007629395,37.9500007629395,28.3799991607666,19.5599994659424,72.1999969482422,20.9300003051758,70.0699996948242,38.2999992370605,34.0659625086936,29.1000003814697,52.6800003051758,84.5800018310547
2008-04-30,37.5400009155273,252.700004577637,25.6399993896484,96.1500015258789,32.7000007629395,120.699996948242,22.2600002288818,67.0899963378906,47.6500015258789,38.0400009155273,28.5200004577637,20.8500003814697,68.5299987792969,20.1100006103516,67.0500030517578,38.7099990844727,36.1040972166971,29.75,57.9799995422363,93.0699996948242
2008-05-30,34.0099983215332,218.899993896484,26.7199993133545,99.1500015258789,30.7199993133545,129.429992675781,23.1800003051758,66.7399978637695,43.0,38.9599990844727,28.3199996948242,22.8400001525879,68.3000030517578,19.3600006103516,66.0500030517578,39.9000015258789,36.0947162297706,27.5699996948242,57.7400016784668,88.7600021362305
2008-06-30,23.8700008392334,167.600002288818,23.2600002288818,99.129997253418,26.6900005340576,118.529998779297,21.4799995422363,64.3399963378906,34.310001373291,37.689998626709,27.5100002288818,21.0,63.5900001525879,17.4699993133545,60.810001373291,33.689998626709,33.214270056285,23.75,56.2000007629395,88.129997253418
2008-07-31,32.9000015258789,186.900005340576,21.9899997711182,84.5599975585938,28.2900009155273,127.980003356934,22.1900005340576,68.4700012207031,40.6300010681152,32.9000015258789,25.7199993133545,21.5300006866455,66.5599975585938,18.6700000762939,65.4800033569336,30.8099994659424,31.9382410844809,30.2700004577637,58.6199989318848,80.4300003051758
2008-08-29,31.1399993896484,189.899997711182,24.0499992370605,86.3199996948242,28.1000003814697,121.730003356934,22.8700008392334,70.4300003051758,38.4900016784668,35.6699981689453,27.2900009155273,21.9300003051758,68.4800033569336,19.1100006103516,69.7699966430664,31.9899997711182,32.9515558932197,30.2700004577637,59.0699996948242,80.0100021362305
2008-09-30,35.0,205.100002288818,22.5599994659424,82.4800033569336,25.5,116.959999084473,18.7299995422363,69.2799987792969,46.7000007629395,31.5599994659424,26.6900005340576,20.3099994659424,71.2699966430664,18.4400005340576,69.6900024414062,27.9200000762939,30.1086408257667,37.5299987792969,59.8899993896484,77.6600036621094
2008-10-31,24.1700000762939,136.499996185303,17.7700004577637,74.5999984741211,19.5100002288818,92.9700012207031,16.0310001373291,61.3400001525879,41.25,30.9500007629395,22.3299999237061,18.2900009155273,57.0099983215332,17.7099990844727,64.5400009155273,26.7700004577637,27.8380608086586,34.0499992370605,55.810001373291,74.120002746582
2008-11-28,16.25,82.8999996185303,16.5400009155273,79.0100021362305,17.1700000762939,81.5999984741211,13.8000001907349,58.5800018310547,31.6599998474121,26.7199993133545,20.2199993133545,16.0900001525879,56.7000007629395,16.4300003051758,64.3499984741211,28.5599994659424,30.634065572734,28.8899993896484,55.8800010681152,80.1500015258789
2008-12-31,14.0799999237061,67.1000003814697,16.2999992370605,73.9700012207031,16.2000007629395,84.1600036621094,14.6599998474121,59.8300018310547,31.5300006866455,30.3999996185303,19.4400005340576,17.7299995422363,54.7700004577637,17.7099990844727,61.8199996948242,28.5,31.8068857925299,29.4799995422363,56.060001373291,79.8300018310547
2009-01-30,6.57999992370605,35.4999995231628,14.9700002670288,70.5199966430664,12.1300001144409,91.6500015258789,12.8999996185303,57.689998626709,25.5100002288818,28.5499992370605,17.1000003814697,16.8299999237061,50.2299995422363,14.5799999237061,54.5,24.6200008392334,28.0257127596585,18.8999996185303,47.1199989318848,76.4800033569336
2009-02-27,3.95000004768372,15.0,14.5699996948242,60.7099990844727,8.51000022888184,92.0299987792969,12.7399997711182,50.0,22.8500003814697,24.2000007629395,16.1499996185303,15.539999961853,48.1399993896484,12.3100004196167,48.1699981689453,23.7700004577637,26.7684493408708,12.1000003814697,49.2400016784668,67.9000015258789
2009-03-31,6.82000017166138,25.2999997138977,16.7700004577637,67.2399978637695,10.1099996566772,96.8899993896484,15.0299997329712,52.5999984741211,26.5799999237061,26.75,18.3700008392334,18.0699996948242,51.4799995422363,13.6199998855591,47.0900001525879,25.2000007629395,28.3353372261014,14.2399997711182,52.0999984741211,68.0999984741211
2009-04-30,8.93000030517578,30.4999995231628,19.3199996948242,66.0999984741211,12.6499996185303,103.209999084473,15.7799997329712,52.3600006103516,33.0,24.2399997711182,20.2600002288818,19.3400001525879,49.7599983215332,13.3599996566772,49.439998626709,25.6200008392334,28.4666925180524,20.0100002288818,50.4000015258789,66.6699981689453
2009-05-29,11.2700004577637,37.2000002861023,18.5,66.6699981689453,13.4799995422363,106.279998779297,15.7200002670288,55.1599998474121,36.9000015258789,27.5799999237061,20.8899993896484,19.5900001525879,52.0499992370605,15.1899995803833,51.939998626709,24.7900009155273,27.453375919732,25.5,49.7400016784668,69.3499984741211
2009-06-30,13.1999998092651,29.7000002861023,18.6499996185303,66.25,11.7200002670288,104.419998168945,16.5499992370605,56.7999992370605,34.1100006103516,27.9599990844727,23.7700004577637,21.4200000762939,54.9599990844727,15.0,51.0999984741211,24.8400001525879,28.8326118539626,24.2600002288818,48.439998626709,69.9100036621094
2009-07-31,14.789999961853,31.7000007629395,22.0100002288818,69.4700012207031,13.3999996185303,117.930000305176,19.25,60.8899993896484,38.6500015258789,30.0100002288818,23.5200004577637,22.1299991607666,56.75,15.9300003051758,55.5099983215332,26.2299995422363,30.0898752727503,24.4599990844727,49.8800010681152,70.3899993896484
2009-08-31,17.5900001525879,50.0,21.6000003814697,69.9400024414062,13.8999996185303,118.050003051758,20.3199996948242,60.439998626709,43.4599990844727,32.4300003051758,24.6499996185303,21.8799991607666,56.6699981689453,16.7000007629395,54.1100006103516,26.0499992370605,29.1234725569708,27.5200004577637,50.8699989318848,69.1500015258789
2009-09-30,16.9200000762939,48.4000015258789,23.5400009155273,70.4300003051758,16.4200000762939,119.610000610352,19.5699996948242,60.8899993896484,43.8199996948242,31.6299991607666,25.7199993133545,20.8400001525879,58.6599998474121,16.5499992370605,57.9199981689453,27.0100002288818,28.4010148720769,28.1800003051758,49.0900001525879,68.6100006103516
2009-10-30,14.5799999237061,40.9000015258789,22.8099994659424,76.5400009155273,14.2600002288818,120.610000610352,19.1100006103516,59.0499992370605,41.7700004577637,30.9300003051758,27.7299995422363,21.1000003814697,60.5499992370605,17.0300006866455,58.0,25.6700000762939,27.7630003861749,27.5200004577637,49.6800003051758,71.6699981689453
2009-11-30,15.8500003814697,41.100001335144,23.3999996185303,78.0400009155273,16.0200004577637,126.349998474121,19.2000007629395,62.8400001525879,42.4900016784668,36.2099990844727,29.4099998474121,22.0799999237061,62.2200012207031,18.1700000762939,62.3499984741211,26.9400005340576,29.5175384328238,28.0400009155273,54.5499992370605,75.0699996948242
